more_information,info_id,date
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-07-30
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-07-31
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-01
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-02
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-03
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-04
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-05
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-06
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-07
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-08
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-09
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-10
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside St. Helens Depot, Unit 9, Westside Industrial Estate, Jackson Street, St. Helens WA9 3AT from approximately 0600 (exact location: https://bit.ly/3B5CHxU).",43,2022-08-11
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-20
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-21
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-22
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-23
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-24
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-25
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-26
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-27
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-28
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-29
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-30
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-07-31
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-01
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-02
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-03
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-04
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-05
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-06
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-07
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-08
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-09
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-10
"GMB and Unite members who work for Arriva North West will be striking everyday from Wednesday 20th July. There will be a picket outside Bolton Depot, 29 Goodwin Street, Bolton BL1 1UN from approximately 0600 (exact location: https://bit.ly/3v0qo1Z).",44,2022-08-11
"Fighting for a fair pay deal 
Additionally we now have members who have been sacked relating to strike and want them reinstated.
Workers have had enough of bullying tactics used by management.
Had discontinuous action for 7 weeks, now all out.
",45,NA
Refuse and street cleansing workers striking on behalf of all local authority workers.,46,NA
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.
Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis
With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us and show support
https://linktr.ee/uniteatshelter",47,2022-12-05
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.
Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis
With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us and show support
https://linktr.ee/uniteatshelter",47,2022-12-06
