id,trade_unions_taking_action,email_solidarity,employer_name,action_reason,action_start,constituency,region,country,more_information,strike_status,status,location/lat,location/lng,twitter_handles,union/slug,union
22242,UNISON: The Public Service Union,southwest@unison.co.uk,University of the West of England (UWE),Pay,2022-11-30T12:53:42+00:00,Filton and Bradley Stoke,South West,England,"Administrators, cleaners, library, security and catering workers – many of them among the lowest paid in the ​university sector – are among those taking industrial action.

The employees ​are after a fair ​pay rise ​to help them cope with soaring ​prices. This follows several years ​where wages have failed to keep pace with inflation.",ACTIVE,,51.501079,-2.547458,,,
21731,Public and Commercial Services Union,membership@pcs.org.uk,High Wycombe Magistrates' Court and Family Court�,Working conditions e.g. Change to conditions/workload,2022-12-02T00:00:00+00:00,Wycombe,South East,England,"Pickets 2, 3, 4-5 December 2022",ACTIVE,,51.627641,-0.746142,,,
19153,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,West Bromwich West,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.532109,-2.017537,@CWUnews,cwu,
19531,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South Derbyshire,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.774533,-1.557911,@CWUnews,cwu,
20946,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Thirsk and Malton,Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.136037,-0.797138,@CWUnews,cwu,
20123,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Denton and Reddish,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.455579,-2.112424,@CWUnews,cwu,
22130,University and College Union,campaigns@ucu.org.uk,SOAS,Pay and pensions,2022-11-30T00:00:00+00:00,Holborn and St Pancras,London,England,"National strike dates 24, 25 & 30 November. Action short of a strike also begins 23 November. For more visit: https://www.ucu.org.uk/rising",ACTIVE,,51.522988,-0.130343,,ucu,
22083,University and College Union,campaigns@ucu.org.uk,University of Brighton – Falmer & Eastbourne,Pay & conditions,2022-11-30T00:00:00+00:00,"Brighton, Kemptown",South East,England,"National strike dates 24, 25 & 30 November. Action short of a strike also begins 23 November. For more visit: https://www.ucu.org.uk/rising",ACTIVE,,50.860353,-0.084474,,ucu,
22135,University and College Union,campaigns@ucu.org.uk,University of East London,Pay and pensions,2022-11-30T00:00:00+00:00,East Ham,London,England,"National strike dates 24, 25 & 30 November. Action short of a strike also begins 23 November. For more visit: https://www.ucu.org.uk/rising",ACTIVE,,51.507567,0.063234,,ucu,
19451,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Clacton,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.801817,1.160441,@CWUnews,cwu,
20393,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Argyll and Bute,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,56.514628,-5.503576,@CWUnews,cwu,
22194,University and College Union,unison@city.ac.uk,"City, University of London",Pay,2022-11-30T00:00:00+00:00,Islington South and Finsbury,London,England,"Following the 3% pay offer made to staff in higher education, City UNISON will be taking strike action jointly with City UCU on Thursday 24th, Friday 25th and Wednesday 30th November to demand a better pay offer.  The 3% pay offer is an insult for hardworking staff and would mean a massive real terms pay cut. We’re worth more and we can’t afford less. We are also campaigning for meaningful action in closing the gender, ethnicity and disability pay gaps and action to reduce stress and excessive workloads. ",ACTIVE,,51.527903,-0.103099,,ucu,
21684,Public and Commercial Services Union,mikej@pcs.org.uk,Hinduja Glabal Solutions (HGS),Pay,2022-10-17T15:11:23+00:00,"Liverpool, Riverside",North West,England,Hinduja Group owner family is the richest in the country topping the Sunday Time rich list 2022 with a wealth of £28.4bn. Yet staff are being paid just £9.75 pee hour and baic terms: no sick pay in first year (then only 7 days by third year) and just 20 days annual leave.,ACTIVE,,53.408328,-2.992356,,,
22053,University and College Union,ucu@cardiff.ac.uk,Cardiff University,Pay and pensions,2022-11-30T00:00:00+00:00,Cardiff North,null,Wales,"National strike dates 24, 25 & 30 November. Action short of a strike also begins 23 November. For more visit: https://www.ucu.org.uk/rising",ACTIVE,,51.506162,-3.184057,,ucu,
19156,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Tamworth,West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.628201,-1.685171,@CWUnews,cwu,
22236,National Education Union,tombarnett87@gmail.com,Shrewsbury House School Trust Limited,Working conditions e.g. Change to conditions/workload,2022-11-29T00:00:00+00:00,Kingston and Surbiton,London,England,Removal from Teachers Pension Scheme. Picket dates 28 november and 1 december,ACTIVE,,51.380295,-0.3055,,,
19389,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Cardiff South and Penarth,null,Wales,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.465736,-3.193634,@CWUnews,cwu,
20488,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Isle of Wight,South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.594501,-1.205794,@CWUnews,cwu,
1537,Unite the Union,,London United,Pay,2022-08-19T00:00:00+00:00,Ealing Central and Acton,London,England,"Unite members working for London United will be striking Friday 19th and Saturday 20th August. There will be a picket outside Park Royal Bus Garage, Atlas Road, Park Royal, London NW10 6DN between 0400 and 1830.",ACTIVE,,51.532051,-0.254418,,,
20130,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Leigh,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.522638,-2.491418,@CWUnews,cwu,
19110,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Banff and Buchan,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,57.505728,-1.786428,@CWUnews,cwu,
21900,Unite the Union,unite@dundee.ac.uk,University of Dundee,Pay,2022-11-24T21:52:46+00:00,Dundee West,null,Scotland,"University workers across Scotland have been given a real terms 7% pay cut, while senior management receive massive increases. We are standing up for fair pay for all workers the University of Dundee, and all university workers across Scotland. ",ACTIVE,,56.457345,-2.978269,,,
21892,University and College Union,Unite@glasgow.ac.uk,University of Glasgow  ,Pay,2022-11-30T00:00:00+00:00,Glasgow North,null,Scotland,"National dispute over national pay deal from UCEA.

We are taking part in a Scotland-wide day of action over the substandard pay offer. After over a decade of under inflation pay deals, enough is enough.",ACTIVE,,55.871751,-4.28836,,ucu,
22180,University and College Union,campaigns@ucu.org.uk,Royal Agricultural University,Pay & conditions,2022-11-30T00:00:00+00:00,The Cotswolds,South West,England,"National strike dates 24, 25 & 30 November. For full picket details please email campaigns@ucu.org.uk.",ACTIVE,,51.709508,-1.994916,,ucu,
19413,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Birkenhead,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.397057,-3.01145,@CWUnews,cwu,
21868,National Education Union,robert.phillips@neu.org.uk,The College of Richard Collyer In Horsham,Pay,2022-11-30T00:00:00+00:00,Horsham,South East,England,https://neu.org.uk/press-releases/sixth-form-colleges-ballot-result,ACTIVE,,51.071001,-0.324301,,neu,
22139,University and College Union,campaigns@ucu.org.uk,University of West London,Pay & conditions,2022-11-30T00:00:00+00:00,Brentford and Isleworth,London,England,"National strike dates 24, 25 & 30 November. Action short of a strike also begins 23 November. For more visit: https://www.ucu.org.uk/rising",ACTIVE,,51.489441,-0.313902,,ucu,
20473,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,South West Devon,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.3639,-4.106063,@CWUnews,cwu,
19475,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Mitcham and Morden,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.405204,-0.17492,@CWUnews,cwu,
1538,Unite the Union,,London United,Pay,2022-08-19T00:00:00+00:00,Hammersmith,London,England,"Unite members working for London United will be striking FrIday 19th and Saturday 20th August. There will be a picket outside Shepherd's Bush Bus Garage, Wells Road, Shepherd's Bush, London W12 8DA between 0400 and 1830.",ACTIVE,,51.501932,-0.226199,,,
19530,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Derby South,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.914939,-1.465616,@CWUnews,cwu,
19572,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Don Valley,Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.48157,-1.230372,@CWUnews,cwu,
19508,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Congleton,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.143885,-2.361873,@CWUnews,cwu,
21871,National Education Union,robert.phillips@neu.org.uk,Longley Park Sixth Form College,Pay,2022-11-30T00:00:00+00:00,"Sheffield, Brightside and Hillsborough",Yorkshire and The Humber,England,https://neu.org.uk/press-releases/sixth-form-colleges-ballot-result,ACTIVE,,53.41846,-1.45399,,neu,
22141,University and College Union,campaigns@ucu.org.uk,University of Westminster,Pay & conditions,2022-11-30T00:00:00+00:00,Cities of London and Westminster,London,England,"National strike dates 24, 25 & 30 November. Action short of a strike also begins 23 November. For more visit: https://www.ucu.org.uk/rising",ACTIVE,,51.522023,-0.154599,,ucu,
19216,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Brighton, Pavilion",South East,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.826334,-0.140818,@CWUnews,cwu,
19200,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Poole,South West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,50.742889,-1.994562,@CWUnews,cwu,
19215,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Bury North,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.592627,-2.310206,@CWUnews,cwu,
22121,University and College Union,campaigns@ucu.org.uk,Queen Mary University of London,Pay and pensions,2022-11-30T00:00:00+00:00,Bethnal Green and Bow,London,England,"National strike dates 24, 25 & 30 November. Action short of a strike also begins 23 November. For more visit: https://www.ucu.org.uk/rising",ACTIVE,,51.521159,-0.045732,,ucu,
20355,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Hendon,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.582519,-0.246316,@CWUnews,cwu,
19568,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Richmond (Yorks),Yorkshire and The Humber,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.337216,-1.434127,@CWUnews,cwu,
19424,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Ellesmere Port and Neston,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,53.29055,-3.062639,@CWUnews,cwu,
